party,n_persons,pct_persons,mean_items_asked,items_ci_lo,items_ci_hi,top3_accuracy,top3_ci_lo,top3_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
FDP,576,27.55980861244019,8.914930555555555,8.182248263888889,9.649305555555555,0.9913194444444444,0.9843315972222223,0.9982638888888888,11.51890276958239,10.58837032255244,12.485909173648912
bunt.saar,498,23.827751196172247,9.738955823293173,8.915562248995984,10.63699799196787,0.9859437751004017,0.9758534136546185,0.9959839357429718,8.060013339660165,7.335885294254161,8.78892131660816
CDU,367,17.559808612440193,11.618528610354224,10.604836512261581,12.662534059945504,0.9863760217983651,0.9727520435967303,0.997275204359673,6.998943060986231,6.188910133478897,7.8610006603114995
Die Grünen,332,15.885167464114833,11.352409638554217,10.33975903614458,12.463930722891567,0.9819277108433735,0.9668674698795181,0.9939759036144579,7.144531469105537,6.274613583002893,8.060830051739616
SPD,191,9.138755980861243,12.287958115183246,10.889790575916232,13.534293193717277,0.9895287958115183,0.9738219895287958,1.0,9.109707852759936,7.695105869748057,10.582984026371717
DIE LINKE,126,6.028708133971292,13.833333333333334,11.75357142857143,15.889087301587303,0.9682539682539683,0.9365079365079365,0.9920634920634921,6.290306635107945,4.681230740086737,8.107368311364501
