party,n_persons,pct_persons,mean_items_asked,items_ci_lo,items_ci_hi,top3_accuracy,top3_ci_lo,top3_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
AfD,1540,31.70028818443804,15.322077922077922,14.744724025974026,15.954074675324676,0.9545454545454546,0.9435064935064935,0.964935064935065,8.343861707907696,7.963846648574983,8.754424264482791
Die Linke Halle,814,16.75586661177439,20.087223587223587,19.29560810810811,20.821068796068793,0.9877149877149877,0.9791154791154791,0.995085995085995,5.782744123390105,5.458126070108978,6.138522117332865
Volt,630,12.968299711815561,20.3015873015873,19.506190476190476,21.104761904761904,0.9698412698412698,0.9555555555555556,0.9825396825396825,4.20056044949437,3.895483530952604,4.5290763296666965
FDP,481,9.901193906957596,17.031185031185032,15.954261954261954,18.052079002079,0.9438669438669439,0.918918918918919,0.9625779625779626,5.091336036301515,4.467257921699743,5.820469568419374
SPD,324,6.669411280362289,22.28395061728395,21.064506172839504,23.444675925925925,0.9320987654320988,0.9012345679012346,0.9567901234567902,3.293859391144444,2.856585089642997,3.7290508948641525
dieBasis,295,6.07245780156443,16.90508474576271,15.586016949152544,18.33228813559322,0.9322033898305084,0.9016949152542373,0.9593220338983051,6.496170981267581,5.70853840910794,7.276317727090615
Grüne,278,5.722519555372582,19.075539568345324,17.675809352517987,20.395863309352517,0.9676258992805755,0.9460431654676259,0.9892086330935251,4.82251867229822,4.228731399472652,5.470390733265648
Freie Wähler,176,3.6228900782214906,20.267045454545453,18.71590909090909,21.863636363636363,0.9318181818181818,0.8920454545454546,0.9659090909090909,3.887384101282196,3.3295669371197865,4.523713997066838
CDU,174,3.5817208727871552,14.71264367816092,13.068678160919541,16.53491379310345,0.9655172413793104,0.9367816091954023,0.9885057471264368,6.024193232425129,4.907563096271848,7.125743787068727
MitBürger,117,2.4083985179086045,18.324786324786324,16.418162393162394,20.20534188034188,0.9829059829059829,0.9572649572649573,1.0,4.5590970064391465,3.7419256149802873,5.51799308033419
Die PARTEI,29,0.5969534787978592,17.448275862068964,13.275862068965518,21.89741379310345,1.0,1.0,1.0,6.5522111402584935,3.409665571814047,9.980202609571275
