party,n_persons,pct_persons,top1_accuracy,top1_ci_lo,top1_ci_hi,top3_accuracy,top3_ci_lo,top3_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
AfD,1540,31.70028818443804,0.8136363636363636,0.7941558441558442,0.8331168831168831,0.5012987012987012,0.475974025974026,0.5266233766233767,4.0436856884225305,3.883008350113613,4.193442759232233
Die Linke Halle,814,16.75586661177439,0.8869778869778869,0.8636363636363636,0.9103194103194103,0.40417690417690416,0.36732186732186733,0.43857493857493857,4.089157209711975,3.87900245874997,4.282886436158129
Volt,630,12.968299711815561,0.7301587301587301,0.6936507936507936,0.7634920634920634,0.30634920634920637,0.2698412698412698,0.34444444444444444,3.337397547923863,3.133560251981304,3.5465521912890323
FDP,481,9.901193906957596,0.5966735966735967,0.553014553014553,0.6403326403326404,0.41995841995842,0.3762474012474013,0.46153846153846156,3.200162357345857,3.002377137778988,3.404496211661931
SPD,324,6.669411280362289,0.5555555555555556,0.5,0.6080246913580247,0.2654320987654321,0.21604938271604937,0.3148148148148148,3.2713085892910456,2.999674564915793,3.5215533515972113
dieBasis,295,6.07245780156443,0.6983050847457627,0.6406779661016949,0.752542372881356,0.4745762711864407,0.41694915254237286,0.5322033898305085,3.9351327241603786,3.5885355136581722,4.28731736866215
Grüne,278,5.722519555372582,0.7014388489208633,0.6474820143884892,0.7553956834532374,0.39568345323741005,0.3416366906474821,0.4568345323741007,4.205639755620824,3.8672870380793523,4.546619638855062
Freie Wähler,176,3.6228900782214906,0.35795454545454547,0.2784090909090909,0.4318181818181818,0.2556818181818182,0.19886363636363635,0.3183238636363635,4.079007985257985,3.6579811158347333,4.497938522403983
CDU,174,3.5817208727871552,0.5229885057471264,0.4540229885057471,0.5977011494252874,0.4827586206896552,0.40804597701149425,0.5574712643678161,3.404436650806887,3.0277055640032047,3.7993983093801607
MitBürger,117,2.4083985179086045,0.49572649572649574,0.41025641025641024,0.5897435897435898,0.29914529914529914,0.21367521367521367,0.38461538461538464,3.8429623955939745,3.346596849886325,4.350744975744976
Die PARTEI,29,0.5969534787978592,0.5862068965517241,0.41379310344827586,0.7586206896551724,0.27586206896551724,0.13706896551724215,0.4482758620689655,3.9056751851670186,2.8520625889046953,5.109490729386373
