party,n_persons,pct_persons,mean_items_asked,items_ci_lo,items_ci_hi,top3_accuracy,top3_ci_lo,top3_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
AfD,1540,31.70028818443804,12.184415584415584,11.650584415584415,12.734594155844157,0.9785714285714285,0.9714285714285714,0.9857142857142858,9.882154260629372,9.44297974292378,10.335621271696176
Die Linke Halle,814,16.75586661177439,18.08108108108108,17.362192874692877,18.814527027027026,0.9791154791154791,0.9692874692874693,0.9889434889434889,6.194548875963155,5.820943248622967,6.571591594896917
Volt,630,12.968299711815561,20.86031746031746,20.05511904761905,21.682539682539684,0.9587301587301588,0.9444444444444444,0.9746031746031746,4.147640884333586,3.842806440175821,4.478753079867369
FDP,481,9.901193906957596,16.484407484407484,15.382536382536383,17.600987525987527,0.9563409563409564,0.9355509355509356,0.972972972972973,6.379389260055368,5.704339845837171,7.115548040245752
SPD,324,6.669411280362289,23.632716049382715,22.44074074074074,24.950694444444444,0.9382716049382716,0.9135802469135802,0.9629629629629629,3.2801842810571302,2.7849804228479846,3.8228905757385707
dieBasis,295,6.07245780156443,17.057627118644067,15.73542372881356,18.36,0.9525423728813559,0.9288135593220339,0.976271186440678,6.531418254176402,5.720935733874696,7.379101243341665
Grüne,278,5.722519555372582,20.913669064748202,19.596672661870503,22.194424460431655,0.9496402877697842,0.9244604316546763,0.9748201438848921,4.160685491916504,3.5874977031225637,4.7612286894969245
Freie Wähler,176,3.6228900782214906,22.27840909090909,20.76065340909091,23.903551136363635,0.9602272727272727,0.9261363636363636,0.9886363636363636,3.565055968962554,2.8014750770019035,4.333964988194927
CDU,174,3.5817208727871552,12.53448275862069,10.741235632183908,14.397413793103446,0.9597701149425287,0.9310344827586207,0.9827586206896551,7.367484770878292,6.143764354473941,8.732632686458226
MitBürger,117,2.4083985179086045,20.521367521367523,18.307692307692307,22.573076923076925,0.9658119658119658,0.9316239316239316,0.9914529914529915,3.8879096745444532,3.0412596356032857,4.7799063960943275
Die PARTEI,29,0.5969534787978592,19.379310344827587,15.033620689655175,23.79310344827586,0.9310344827586207,0.8275862068965517,1.0,6.227359773419077,3.248986164154609,10.285693631658852
