party,n_persons,pct_persons,mean_items_asked,items_ci_lo,items_ci_hi,top1_accuracy,top1_ci_lo,top1_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
AfD,1540,31.70028818443804,5.001948051948052,4.706461038961039,5.322743506493506,0.9987012987012988,0.9967532467532467,1.0,15.557496524832224,14.99824194066457,16.083064043660627
Die Linke Halle,814,16.75586661177439,7.519656019656019,6.9827702702702705,8.056633906633905,0.9987714987714987,0.9963144963144963,1.0,11.512349480640797,10.918094235907743,12.087702697832489
Volt,630,12.968299711815561,15.112698412698412,14.41904761904762,15.808015873015874,0.9904761904761905,0.9809523809523809,0.9968253968253968,4.800604225531254,4.422856742639868,5.235803542872168
FDP,481,9.901193906957596,10.65904365904366,9.812785862785862,11.482328482328482,0.9896049896049897,0.9792099792099792,0.997920997920998,6.679240940350487,6.057102461908069,7.325915029641423
SPD,324,6.669411280362289,15.040123456790123,13.90108024691358,16.16358024691358,0.9814814814814815,0.9660493827160493,0.9938271604938271,5.952010329513979,5.239224762209552,6.76608796635041
dieBasis,295,6.07245780156443,10.68813559322034,9.613559322033899,11.976694915254237,0.9864406779661017,0.9694915254237289,0.9966101694915255,8.13122014749573,7.23685699164452,9.087562931484266
Grüne,278,5.722519555372582,8.881294964028777,7.927877697841726,9.85980215827338,0.9964028776978417,0.9892086330935251,1.0,7.520895884318068,6.802322513319792,8.257331698978863
Freie Wähler,176,3.6228900782214906,11.971590909090908,10.596590909090908,13.397869318181819,1.0,1.0,1.0,8.316234233183557,7.053516269872045,9.582162404382576
CDU,174,3.5817208727871552,11.82183908045977,10.362068965517242,13.241666666666665,0.9827586206896551,0.9597701149425287,1.0,7.554944932700473,6.4057196709132205,8.830088672025814
MitBürger,117,2.4083985179086045,11.803418803418804,10.102564102564102,13.564529914529913,0.9914529914529915,0.9743589743589743,1.0,5.566117040151515,4.600849764994207,6.6360064702778265
Die PARTEI,29,0.5969534787978592,13.586206896551724,9.620689655172415,17.555172413793102,1.0,1.0,1.0,8.58481656606171,4.8625764190488585,12.981960314967871
