party,n_persons,pct_persons,mean_items_asked,items_ci_lo,items_ci_hi,top3_accuracy,top3_ci_lo,top3_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
AfD,1540,31.70028818443804,12.995454545454546,12.383750000000001,13.534512987012986,0.9701298701298702,0.961038961038961,0.977922077922078,8.11319895939883,7.623356075110686,8.560588192776258
Die Linke Halle,814,16.75586661177439,18.668304668304668,17.88326167076167,19.426689189189187,0.9656019656019657,0.952088452088452,0.9766584766584766,4.1427746573637885,3.8286014200076837,4.45502576273251
Volt,630,12.968299711815561,21.617460317460317,20.757142857142856,22.42079365079365,0.9380952380952381,0.919047619047619,0.9555555555555556,3.1605466639833075,2.8820775947814226,3.4479327145337066
FDP,481,9.901193906957596,16.86070686070686,15.708887733887735,17.967515592515593,0.9397089397089398,0.918918918918919,0.9604989604989606,5.638257043232632,4.940309390128764,6.39727221079754
SPD,324,6.669411280362289,21.858024691358025,20.6758487654321,23.071296296296296,0.9074074074074074,0.8765432098765432,0.9382716049382716,3.84863532015079,3.2432452760139894,4.596723949697079
dieBasis,295,6.07245780156443,14.454237288135593,13.263728813559323,15.678220338983051,0.976271186440678,0.9593220338983051,0.9932203389830508,6.935382595338329,5.959447608721368,7.90328402200812
Grüne,278,5.722519555372582,19.56115107913669,18.40539568345324,20.748381294964027,0.9784172661870504,0.960431654676259,0.9928057553956835,3.9508332373783817,3.398788509930662,4.555537191599503
Freie Wähler,176,3.6228900782214906,23.011363636363637,21.543750000000003,24.619318181818183,0.9318181818181818,0.8863636363636364,0.9659090909090909,3.45413831006429,2.7366194262088404,4.2811217944582
CDU,174,3.5817208727871552,13.24712643678161,11.580316091954023,15.063362068965517,0.9712643678160919,0.9425287356321839,0.9942528735632183,7.437563166646206,6.099683062717744,8.797469704240605
MitBürger,117,2.4083985179086045,20.965811965811966,19.016666666666666,23.128418803418803,0.9145299145299145,0.8632478632478633,0.9572649572649573,4.2736585624259815,3.1309608469868597,5.555751583852731
Die PARTEI,29,0.5969534787978592,21.96551724137931,17.896551724137932,26.448275862068964,0.8275862068965517,0.6551724137931034,0.9655172413793104,4.786562364501338,2.276279084770175,7.977477295673895
