party,n_persons,pct_persons,mean_items_asked,items_ci_lo,items_ci_hi,top1_accuracy,top1_ci_lo,top1_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
AfD,1540,31.70028818443804,8.220779220779221,7.706428571428572,8.74767857142857,0.9883116883116884,0.9824675324675325,0.9935064935064936,14.934954652347281,14.341616553779701,15.49314243037725
Die Linke Halle,814,16.75586661177439,4.965601965601966,4.469195331695332,5.48531941031941,0.9987714987714987,0.9963144963144963,1.0,12.446147104031242,11.864676209312304,13.031139053148548
Volt,630,12.968299711815561,12.401587301587302,11.614246031746031,13.273730158730158,0.9809523809523809,0.9682539682539683,0.9904761904761905,6.727849667020523,6.2474553477492805,7.241550261182836
FDP,481,9.901193906957596,9.696465696465696,8.833575883575884,10.694542619542618,0.972972972972973,0.9584199584199584,0.9875259875259875,7.241865592484618,6.6126872522280715,7.956691006501088
SPD,324,6.669411280362289,13.657407407407407,12.573688271604938,14.815123456790124,0.9783950617283951,0.9629629629629629,0.9908179012345678,6.409237738936546,5.569890726919769,7.183597327406862
dieBasis,295,6.07245780156443,11.145762711864407,10.08813559322034,12.21364406779661,0.9864406779661017,0.9728813559322034,0.9966101694915255,6.909286505528638,6.102435302609687,7.702415543841828
Grüne,278,5.722519555372582,11.248201438848922,10.237140287769783,12.205215827338128,1.0,1.0,1.0,7.610245825055449,6.82226520277385,8.500584389940508
Freie Wähler,176,3.6228900782214906,8.403409090909092,7.318039772727273,9.596590909090908,1.0,1.0,1.0,9.485687908864627,8.216190630276563,10.825776498156005
CDU,174,3.5817208727871552,10.39655172413793,8.878879310344827,11.919683908045977,0.9770114942528736,0.9540229885057471,0.9942528735632183,7.382067767372916,6.229579751716246,8.594606442588375
MitBürger,117,2.4083985179086045,12.034188034188034,10.444444444444445,13.7008547008547,0.9914529914529915,0.9743589743589743,1.0,6.216193748451637,5.257423550695947,7.303279042748168
Die PARTEI,29,0.5969534787978592,12.413793103448276,7.962931034482761,17.035344827586208,1.0,1.0,1.0,9.76625367081777,6.087588598874142,13.911298088451518
