party,n_persons,pct_persons,mean_items_asked,items_ci_lo,items_ci_hi,top1_accuracy,top1_ci_lo,top1_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
AfD,1540,31.70028818443804,4.722077922077922,4.431103896103896,5.026672077922078,0.9974025974025974,0.9948051948051948,1.0,15.538410982671513,14.972277597444311,16.098117509727388
Die Linke Halle,814,16.75586661177439,7.341523341523342,6.797297297297297,7.885749385749386,0.9938574938574939,0.9877149877149877,0.9987714987714987,11.089866251099226,10.52177854998659,11.722526921623915
Volt,630,12.968299711815561,13.966666666666667,13.258531746031746,14.677857142857142,0.9841269841269841,0.9745634920634921,0.9936507936507937,5.267457547077633,4.858264340026263,5.6859372403454325
FDP,481,9.901193906957596,9.792099792099792,8.98321205821206,10.652858627858627,0.9875259875259875,0.9771309771309772,0.9958419958419958,6.870893381185162,6.244427904697137,7.508653619198032
SPD,324,6.669411280362289,14.947530864197532,13.811265432098764,16.08364197530864,0.9814814814814815,0.9659722222222222,0.9938271604938271,6.0348410201711955,5.3496762520918875,6.6894569283492915
dieBasis,295,6.07245780156443,10.677966101694915,9.572881355932203,11.88822033898305,0.9932203389830508,0.9830508474576272,1.0,8.10939720898306,7.220673160859185,8.970162396017688
Grüne,278,5.722519555372582,8.845323741007194,7.910071942446043,9.813039568345323,0.9964028776978417,0.9892086330935251,1.0,7.558821552363046,6.854883058053547,8.300666624999868
Freie Wähler,176,3.6228900782214906,13.096590909090908,11.602272727272727,14.664772727272727,0.9943181818181818,0.9829545454545454,1.0,8.47806989581868,7.147389475609798,9.836888474628395
CDU,174,3.5817208727871552,11.775862068965518,10.304597701149426,13.333620689655172,0.9827586206896551,0.9597701149425287,1.0,7.999645787497917,6.724309407509243,9.234376216306675
MitBürger,117,2.4083985179086045,11.572649572649572,9.879700854700856,13.325000000000001,1.0,1.0,1.0,5.586015614568676,4.628946450188144,6.681654371708406
Die PARTEI,29,0.5969534787978592,15.275862068965518,11.136206896551725,19.725862068965515,1.0,1.0,1.0,6.157642069798214,2.8561313336990994,10.286391075867128
