party,n_persons,pct_persons,mean_items_asked,items_ci_lo,items_ci_hi,top3_accuracy,top3_ci_lo,top3_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
AfD,1540,31.70028818443804,9.764285714285714,9.28823051948052,10.239756493506492,0.9967532467532467,0.9935064935064936,0.9993506493506493,9.797441744628651,9.287957386101011,10.26335916629305
Die Linke Halle,814,16.75586661177439,11.5995085995086,11.024570024570025,12.213789926289927,0.9926289926289926,0.9864864864864865,0.9975429975429976,6.16032327929007,5.794284814116508,6.5494746390176095
Volt,630,12.968299711815561,15.63015873015873,14.975952380952382,16.316150793650795,0.9984126984126984,0.9952380952380953,1.0,4.464378431171275,4.135907836031151,4.821831542643052
FDP,481,9.901193906957596,11.970893970893972,11.03108108108108,12.960810810810809,0.9875259875259875,0.9771309771309772,0.9958419958419958,6.988655669422265,6.2689828890847625,7.800126785607761
SPD,324,6.669411280362289,16.833333333333332,15.68503086419753,17.904706790123456,0.9938271604938271,0.9845679012345679,1.0,4.899887800311522,4.314031118754989,5.540415376545615
dieBasis,295,6.07245780156443,10.745762711864407,9.735254237288135,11.80728813559322,0.9932203389830508,0.9830508474576272,1.0,8.399948217391849,7.370195439841428,9.378688581354854
Grüne,278,5.722519555372582,13.83453237410072,12.798471223021583,14.899370503597122,0.9964028776978417,0.9891187050359712,1.0,5.329762851992802,4.800401255998464,5.900772181095661
Freie Wähler,176,3.6228900782214906,18.642045454545453,17.249147727272728,20.193465909090907,0.9772727272727273,0.9488636363636364,0.9943181818181818,3.781998908907484,3.235283675200606,4.3319172372551265
CDU,174,3.5817208727871552,11.672413793103448,10.177155172413794,13.351293103448274,1.0,1.0,1.0,7.115357736871061,5.962598080514633,8.43123749177771
MitBürger,117,2.4083985179086045,16.00854700854701,14.435897435897436,17.555769230769233,1.0,1.0,1.0,5.041646139962894,3.9965457347025506,6.174209209326654
Die PARTEI,29,0.5969534787978592,21.896551724137932,18.275,25.03448275862069,0.9655172413793104,0.896551724137931,1.0,4.0724926599928635,2.5043002653847064,6.01786371820665
