party,n_persons,pct_persons,top1_accuracy,top1_ci_lo,top1_ci_hi,top3_accuracy,top3_ci_lo,top3_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
AfD,1540,31.70028818443804,0.7045454545454546,0.6805194805194805,0.7266233766233766,0.3,0.2766233766233766,0.32272727272727275,5.815002032107294,5.611182247695405,6.028617208715892
Die Linke Halle,814,16.75586661177439,0.7125307125307125,0.6818181818181818,0.7444717444717445,0.3501228501228501,0.31815110565110566,0.3820638820638821,6.2066616920813225,5.973352401606314,6.445093924423582
Volt,630,12.968299711815561,0.45714285714285713,0.4142857142857143,0.49523809523809526,0.19523809523809524,0.16503968253968257,0.2253968253968254,3.572388177651336,3.366374833480097,3.7870633791686434
FDP,481,9.901193906957596,0.5467775467775468,0.501039501039501,0.5945945945945946,0.23700623700623702,0.20166320166320167,0.27442827442827444,3.097727884356618,2.8902703515968096,3.3105307887491375
SPD,324,6.669411280362289,0.41975308641975306,0.37029320987654324,0.47530864197530864,0.21296296296296297,0.16666666666666666,0.25925925925925924,2.9311109354969003,2.6719112204309576,3.20392898380837
dieBasis,295,6.07245780156443,0.5322033898305085,0.4745762711864407,0.5898305084745763,0.3593220338983051,0.3016949152542373,0.4135593220338983,5.595510765002291,5.225335728234926,5.977168069050317
Grüne,278,5.722519555372582,0.5863309352517986,0.5287769784172662,0.6438848920863309,0.19424460431654678,0.15467625899280577,0.24469424460431646,4.0195155397730185,3.6584585461076387,4.391087592230624
Freie Wähler,176,3.6228900782214906,0.4659090909090909,0.39204545454545453,0.5399147727272726,0.17613636363636365,0.125,0.23295454545454544,3.217137592137591,2.870558301273761,3.5768101197788695
CDU,174,3.5817208727871552,0.5632183908045977,0.4827586206896552,0.6379310344827587,0.3563218390804598,0.28735632183908044,0.43103448275862066,2.9448913523323696,2.6081980346953126,3.2797094962476083
MitBürger,117,2.4083985179086045,0.48717948717948717,0.4017094017094017,0.5728632478632476,0.23076923076923078,0.15384615384615385,0.3076923076923077,4.086424481161323,3.5333802932487144,4.695452030978346
Die PARTEI,29,0.5969534787978592,0.3103448275862069,0.1724137931034483,0.4827586206896552,0.2413793103448276,0.10344827586206896,0.41379310344827586,3.130671506352088,2.3009454554372892,3.973472678667779
