party,n_persons,pct_persons,mean_items_asked,items_ci_lo,items_ci_hi,top3_accuracy,top3_ci_lo,top3_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
AfD,1540,31.70028818443804,11.53051948051948,11.059675324675323,12.02814935064935,0.9850649350649351,0.9785714285714285,0.9902597402597403,8.165392013972514,7.713436325632931,8.585380901377876
Die Linke Halle,814,16.75586661177439,15.436117936117936,14.712530712530713,16.09843366093366,0.9815724815724816,0.972972972972973,0.9901719901719902,5.617046995200813,5.267322072645967,5.975306110020961
Volt,630,12.968299711815561,18.057142857142857,17.287222222222223,18.830436507936508,0.9714285714285714,0.9571428571428572,0.9841269841269841,3.9988893454951766,3.668334420255873,4.33624328652193
FDP,481,9.901193906957596,15.336798336798337,14.28045738045738,16.39786902286902,0.9708939708939709,0.9542619542619543,0.9854469854469855,5.830116568934885,5.107658789076455,6.512117485499977
SPD,324,6.669411280362289,18.58641975308642,17.48996913580247,19.731712962962963,0.9475308641975309,0.9228395061728395,0.9691358024691358,3.7115584219405706,3.212940671766147,4.206367376261697
dieBasis,295,6.07245780156443,11.75593220338983,10.660423728813559,12.969661016949154,0.9864406779661017,0.9728813559322034,0.9966101694915255,6.873631846144528,5.992894415361119,7.788935311964623
Grüne,278,5.722519555372582,16.52517985611511,15.384802158273382,17.726798561151078,0.9820143884892086,0.9640287769784173,0.9964028776978417,4.8447491159077325,4.210910688561858,5.452213419843729
Freie Wähler,176,3.6228900782214906,18.681818181818183,17.255681818181817,20.164772727272727,0.9772727272727273,0.9545454545454546,0.9943181818181818,4.002055649284504,3.3106723388509667,4.7691487305997295
CDU,174,3.5817208727871552,14.511494252873563,12.92514367816092,16.28175287356322,0.9770114942528736,0.9540229885057471,0.9942528735632183,6.029864990601401,4.862332458239658,7.229932333822322
MitBürger,117,2.4083985179086045,19.735042735042736,17.78611111111111,21.754059829059827,0.9401709401709402,0.8888888888888888,0.9743589743589743,4.906515860611506,3.6359427850935297,6.276488229323357
Die PARTEI,29,0.5969534787978592,20.862068965517242,16.41293103448276,25.311206896551724,0.9310344827586207,0.8275862068965517,1.0,4.117543905749546,2.216130659702049,7.207241183041701
