party,n_persons,pct_persons,mean_items_asked,items_ci_lo,items_ci_hi,top1_accuracy,top1_ci_lo,top1_ci_hi,mean_mae,mae_ci_lo,mae_ci_hi
AfD,1540,31.70028818443804,5.957142857142857,5.568084415584416,6.368863636363637,0.9941558441558441,0.9902597402597403,0.9974025974025974,15.100803922478764,14.542541397246971,15.684173179621762
Die Linke Halle,814,16.75586661177439,6.04054054054054,5.515970515970516,6.556541769041769,0.9975429975429976,0.9938574938574939,1.0,11.379541320085757,10.773940018968336,12.019260962301608
Volt,630,12.968299711815561,16.428571428571427,15.690357142857142,17.23813492063492,0.9761904761904762,0.9634920634920635,0.9873015873015873,4.972505598523653,4.475655372272874,5.428126709793775
FDP,481,9.901193906957596,10.877338877338877,9.937318087318088,11.819178794178793,0.9792099792099792,0.9667359667359667,0.9896049896049897,7.736898808906408,6.9901782468803075,8.488493697724465
SPD,324,6.669411280362289,13.533950617283951,12.425925925925926,14.672916666666667,0.9814814814814815,0.9660493827160493,0.9938271604938271,7.249731497199977,6.400216326359389,8.038794148942708
dieBasis,295,6.07245780156443,10.169491525423728,8.996610169491525,11.288305084745764,0.9830508474576272,0.9661016949152542,0.9966101694915255,8.127530539000789,7.217546502633185,9.205588362068594
Grüne,278,5.722519555372582,13.593525179856115,12.427787769784173,14.942895683453237,0.9856115107913669,0.9712230215827338,0.9964028776978417,7.095082990935283,6.227580733604713,7.9762659518288626
Freie Wähler,176,3.6228900782214906,14.022727272727273,12.335085227272728,15.858522727272726,0.9602272727272727,0.9318181818181818,0.9829545454545454,8.556289061697505,7.284609414065842,10.02498041700969
CDU,174,3.5817208727871552,10.201149425287356,8.74080459770115,11.810488505747125,0.9770114942528736,0.9540229885057471,0.9942528735632183,8.380488879209267,7.093966550026693,9.725899797965708
MitBürger,117,2.4083985179086045,12.94017094017094,11.14508547008547,15.102777777777778,0.9914529914529915,0.9743589743589743,1.0,5.581981654203456,4.502571755578279,6.799076491123579
Die PARTEI,29,0.5969534787978592,13.758620689655173,9.514655172413796,18.173275862068966,0.9310344827586207,0.8275862068965517,1.0,6.886219585590416,4.19977803044883,10.408276463005242
