person_id,true_best_party,n_items_total,n_items_asked_50,obs_top1_50,obs_top3_50,pred_top1_50,pred_top3_50,n_items_top1,top1_reached,n_items_top3,top3_reached,obs_mae_50_CDU,obs_mae_50_DIE LINKE,obs_mae_50_Die Grünen,obs_mae_50_FDP,obs_mae_50_SPD,obs_mae_50_bunt.saar,pred_mae_50_CDU,pred_mae_50_DIE LINKE,pred_mae_50_Die Grünen,pred_mae_50_FDP,pred_mae_50_SPD,pred_mae_50_bunt.saar
118,CDU,37,19,True,False,True,False,1,True,25,True,2.418207681365587,1.9381223328591872,1.724751066856328,13.477951635846374,1.724751066856328,5.352062588904694,0.6756756756756914,5.067567567567565,0.6756756756756701,0.6756756756756701,1.0135135135135087,3.7162162162162176
1588,FDP,37,19,True,False,True,True,15,True,13,True,6.418918918918912,2.222617354196302,5.992176386913236,7.254623044096725,1.475817923186348,7.752489331436699,2.702702702702709,2.364864864864863,3.0405405405405403,0.6756756756756701,4.729729729729733,3.378378378378379
919,SPD,37,19,True,False,False,False,1,True,33,True,6.703413940256041,2.2226173541963092,1.9203413940255984,1.1201991465149348,2.6493598862019923,3.8940256045519206,1.0135135135135158,1.3513513513513544,3.378378378378379,0.6756756756756772,0.6756756756756701,0.3378378378378457
2723,CDU,37,19,True,True,True,True,1,True,11,True,3.307254623044102,1.8492176386913215,2.3648648648648702,3.0405405405405403,2.3826458036984377,2.916073968705547,3.7162162162162105,7.0945945945945965,5.067567567567565,2.7027027027027017,3.7162162162162176,1.689189189189186
2630,CDU,37,19,False,True,True,True,1,True,7,True,7.183499288762434,5.1920341394025655,1.5825035561877598,0.12446657183499354,3.236130867709811,3.485064011379805,2.0270270270270316,2.364864864864863,1.013513513513523,5.743243243243242,0.6756756756756843,0.6756756756756772
1106,FDP,37,19,True,False,True,True,10,True,5,True,3.662873399715508,11.059743954480794,3.058321479374108,4.463015647226172,5.565433854907525,1.4935988620199154,1.0135135135135016,2.0270270270270245,1.3513513513513473,0.3378378378378386,2.7027027027026946,2.7027027027027017
4764,FDP,37,19,True,True,True,True,5,True,12,True,7.539118065433861,1.0135135135135087,1.1379800853485094,8.392603129445234,2.578236130867701,2.5248933143669987,1.689189189189186,3.378378378378386,1.689189189189193,3.0405405405405475,0.0,2.0270270270270316
3782,DIE LINKE,37,19,True,True,True,True,4,True,3,True,5.814366998577526,1.689189189189186,0.2844950213371291,0.6045519203413932,8.143669985775247,0.8357041251778057,8.108108108108105,5.405405405405396,5.067567567567565,9.459459459459467,3.378378378378379,2.364864864864863
2758,Die Grünen,37,19,False,False,True,False,2,True,2,True,2.86273115220483,6.632290184921764,9.726173541963014,0.32005689900426404,10.9352773826458,8.07254623044097,3.378378378378379,0.3378378378378386,0.6756756756756772,1.0135135135135158,1.3513513513513402,1.0135135135135158
1618,Die Grünen,37,19,False,False,False,False,21,True,29,True,3.662873399715501,9.868421052631582,2.6671408250355597,8.623755334281647,7.574679943100989,7.414651493598868,3.0405405405405332,3.7162162162162176,2.0270270270270245,0.3378378378378457,4.054054054054056,2.0270270270270316
4886,SPD,37,19,False,True,False,True,4,True,7,True,5.4765291607396875,5.600995732574688,6.703413940256041,0.16002844950213557,8.036984352773821,5.672119487908951,4.054054054054049,1.3513513513513473,2.364864864864856,2.3648648648648702,4.054054054054056,0.675675675675663
3260,Die Grünen,37,19,False,True,True,True,2,True,18,True,3.520625889046933,1.7069701280227676,2.00924608819345,3.1294452347083777,6.116642958748223,1.9559032716927405,0.3378378378378386,2.702702702702709,3.378378378378379,0.3378378378378244,4.391891891891888,2.3648648648648702
3339,CDU,37,19,False,False,False,False,24,True,27,True,3.6450924608819264,2.6493598862019923,2.2226173541963092,0.26671408250354744,5.26315789473685,4.587482219061172,0.6756756756756701,3.0405405405405475,4.054054054054049,0.6756756756756701,2.0270270270270316,0.0
2972,DIE LINKE,37,19,True,False,True,False,2,True,35,True,3.200568990042669,4.320768136557611,6.561166429587473,1.8847795163584706,11.415362731152207,3.876244665718353,0.6756756756756843,0.3378378378378457,0.6756756756756701,0.6756756756756843,0.3378378378378386,0.3378378378378457
989,FDP,37,19,True,True,True,True,12,True,4,True,4.818634423897571,3.982930298719772,3.52062588904694,4.783072546230443,4.018492176386914,1.7425320056899025,3.0405405405405475,2.7027027027027017,0.0,2.7027027027026946,0.6756756756756701,1.3513513513513544
2141,SPD,37,19,False,False,False,True,22,True,1,True,0.8357041251778057,5.2275960170697005,1.618065433854909,4.19630156472261,5.636557610241823,6.490042674253203,4.729729729729733,1.689189189189186,0.6756756756756701,1.0135135135135087,1.3513513513513544,1.0135135135135158
2948,SPD,37,19,True,True,True,True,10,True,3,True,1.475817923186355,0.8001422475106708,3.0049786628734054,3.1827880512091085,6.490042674253203,2.3115220483641536,3.378378378378393,6.418918918918912,0.3378378378378386,2.0270270270270174,4.729729729729726,3.0405405405405332
2322,Die Grünen,37,19,True,False,True,False,5,True,25,True,4.765291607396875,1.4935988620199083,6.258890469416791,2.187055476529153,11.184210526315788,9.83285917496444,3.0405405405405332,2.0270270270270245,0.3378378378378386,1.3513513513513473,0.3378378378378386,4.054054054054056
2073,CDU,37,19,True,False,False,False,1,True,6,True,1.9914651493598896,1.902560455192038,0.7645803698435216,4.623044096728307,2.435988620199147,1.2802275960170704,1.0135135135135158,1.3513513513513473,3.7162162162162176,4.054054054054056,7.432432432432435,6.418918918918926
1802,Die Grünen,37,19,True,False,False,True,1,True,1,True,1.902560455192038,7.0945945945945965,11.69985775248933,5.7254623044096675,11.34423897581793,10.597439544807962,4.054054054054063,0.6756756756756772,1.0135135135135158,4.391891891891888,1.3513513513513544,1.3513513513513686
2079,Die Grünen,37,19,True,False,True,False,2,True,2,True,1.4935988620199083,3.0049786628734054,7.183499288762434,2.86273115220483,14.580369843527748,8.712660028449498,1.3513513513513473,0.6756756756756772,2.3648648648648702,1.3513513513513473,2.3648648648648702,2.3648648648648702
166,FDP,37,19,True,True,True,True,1,True,7,True,3.8229018492176436,7.930298719772395,1.1735419630156443,3.805120910384062,7.716927453769557,3.8229018492176365,3.378378378378379,2.7027027027027017,5.067567567567565,2.0270270270270316,2.0270270270270245,7.432432432432435
703,DIE LINKE,37,19,True,False,True,False,6,True,21,True,4.551920341394016,1.369132290184929,4.854196301564727,1.2268847795163538,12.179943100995736,2.9694167852062634,1.3513513513513544,1.3513513513513544,0.3378378378378386,1.689189189189193,2.702702702702709,1.0135135135135087
3381,Die Grünen,37,19,True,False,True,True,3,True,8,True,0.8179231863442382,9.530583214793744,5.547652916073957,4.054054054054049,12.28662873399717,4.765291607396868,3.0405405405405475,4.391891891891888,5.067567567567565,6.418918918918919,6.756756756756772,2.702702702702709
3041,SPD,37,19,True,False,True,False,3,True,37,False,9.014935988620195,1.2091038406827934,1.0668563300142253,8.677098150782356,1.831436699857747,7.3790896159317185,0.3378378378378386,3.7162162162162176,9.459459459459453,1.0135135135135087,7.770270270270274,10.13513513513513
1336,bunt.saar,37,19,True,False,True,True,14,True,8,True,0.26671408250354744,4.089615931721191,7.414651493598868,3.805120910384062,2.578236130867701,5.4409672830725455,2.3648648648648702,2.702702702702709,1.0135135135135158,2.0270270270270316,0.0,2.364864864864856
4555,bunt.saar,37,19,True,False,True,True,12,True,23,True,0.08890469416784441,3.9295874822190555,8.605974395448087,1.689189189189186,18.31436699857752,10.312944523470847,0.6756756756756843,0.6756756756756772,0.0,2.7027027027027017,0.0,1.0135135135135016
4307,FDP,37,19,False,True,True,True,7,True,2,True,2.3648648648648702,0.8712660028449477,2.7916073968705533,10.72190611664297,2.916073968705547,2.151493598862018,0.6756756756756772,1.0135135135135087,2.3648648648648667,0.675675675675663,2.702702702702709,1.0135135135135194
378,CDU,37,19,True,False,True,True,1,True,12,True,0.1422475106685539,1.7069701280227676,2.2048364153627347,11.504267425320059,4.249644381223341,4.587482219061172,1.3513513513513544,6.081081081081074,2.7027027027026946,2.364864864864856,1.013513513513523,4.729729729729726
1251,CDU,37,19,True,False,True,True,1,True,17,True,2.258179231863444,2.8449502133712556,2.560455192034155,0.16002844950213557,4.534139402560456,3.8584637268847715,3.0405405405405332,2.364864864864863,1.3513513513513473,2.3648648648648702,1.3513513513513473,0.0
4206,FDP,37,19,True,False,False,True,18,True,2,True,5.95661450924608,3.0761024182076824,1.7425320056899025,3.022759601706973,1.5647226173541924,4.320768136557604,1.0135135135135087,1.689189189189193,3.0405405405405403,2.3648648648648702,1.0135135135135158,4.054054054054056
259,SPD,37,19,False,True,False,False,13,True,11,True,4.587482219061172,8.232574679943106,9.868421052631582,3.378378378378379,9.40611664295875,14.829302987197721,5.743243243243242,0.3378378378378386,5.743243243243242,7.094594594594589,6.756756756756758,8.108108108108105
2802,Die Grünen,37,19,False,False,True,True,1,True,22,True,2.3470839260312886,10.06401137980086,3.7339971550497992,2.3826458036984377,17.869843527738276,9.45945945945946,3.7162162162162176,1.689189189189186,0.3378378378378244,4.729729729729733,4.054054054054063,1.689189189189193
142,FDP,37,19,True,True,True,False,2,True,4,True,9.815078236130866,4.320768136557611,7.059032716927462,0.8357041251778128,8.55263157894737,10.36628733997155,1.689189189189186,5.743243243243235,2.3648648648648702,0.0,2.7027027027027017,2.0270270270270245
