person_id,true_best_party,n_items_total,n_items_asked_50,obs_top1_50,obs_top3_50,pred_top1_50,pred_top3_50,n_items_top1,top1_reached,n_items_top3,top3_reached,obs_mae_50_CDU,obs_mae_50_DIE LINKE,obs_mae_50_Die Grünen,obs_mae_50_FDP,obs_mae_50_SPD,obs_mae_50_bunt.saar,pred_mae_50_CDU,pred_mae_50_DIE LINKE,pred_mae_50_Die Grünen,pred_mae_50_FDP,pred_mae_50_SPD,pred_mae_50_bunt.saar
118,CDU,37,19,True,False,True,False,1,True,33,True,10.739687055476523,0.6934566145092447,12.908961593172116,7.574679943100989,6.330014224751068,13.726884779516354,1.6891891891891788,2.0270270270270316,9.121621621621621,5.4054054054054035,6.418918918918919,4.729729729729726
1588,FDP,37,19,True,False,True,False,17,True,7,True,2.7916073968705533,6.169985775248932,16.37624466571835,0.017780938833574567,23.524182076813656,12.642247510668561,4.054054054054056,1.689189189189193,10.810810810810814,1.3513513513513544,9.797297297297298,9.121621621621621
919,SPD,37,19,True,False,True,True,1,True,10,True,5.387624466571836,8.801564722617357,1.9203413940255984,2.1692745376955855,1.9914651493598896,3.236130867709818,2.3648648648648702,3.7162162162162176,3.7162162162162247,0.6756756756756701,1.689189189189193,0.6756756756756843
2723,CDU,37,19,True,False,True,False,1,True,34,True,1.3335704125177799,0.12446657183499354,1.0490753911806578,5.51209103840683,7.485775248933145,2.916073968705547,2.0270270270270245,2.3648648648648702,3.0405405405405332,4.729729729729733,4.729729729729733,0.3378378378378457
2630,CDU,37,19,True,True,True,False,1,True,8,True,1.369132290184929,1.3869132290184893,4.2140825035561775,2.507112375533424,2.6849217638691343,4.409672830725455,3.7162162162162247,7.0945945945945965,1.689189189189186,4.729729729729733,3.378378378378379,5.4054054054054035
1106,FDP,37,19,True,False,True,False,7,True,3,True,4.231863442389752,0.7823613086771033,2.86273115220483,4.089615931721184,5.565433854907525,3.769559032716927,4.391891891891888,5.743243243243242,0.6756756756756772,0.6756756756756772,0.3378378378378457,0.6756756756756772
4764,FDP,37,19,True,False,True,True,9,True,28,True,2.9871977240398238,1.0135135135135087,6.756756756756758,2.471550497866289,6.632290184921764,3.840682788051218,3.0405405405405403,3.378378378378386,5.067567567567572,1.689189189189193,4.729729729729726,3.7162162162162176
3782,DIE LINKE,37,19,True,False,False,False,2,True,22,True,0.7645803698435216,4.231863442389766,8.17923186344239,1.3691322901849219,6.827880512091035,11.664295874822194,6.756756756756758,3.0405405405405403,2.364864864864863,8.445945945945944,0.6756756756756772,9.797297297297291
2758,Die Grünen,37,19,False,True,False,True,36,True,13,True,4.37411095305832,4.551920341394023,5.4054054054054035,3.627311522048366,12.748933143670001,11.664295874822187,7.0945945945945965,3.0405405405405332,2.3648648648648702,0.6756756756756701,3.378378378378386,7.770270270270274
1618,Die Grünen,37,19,False,True,False,False,13,True,14,True,2.916073968705547,3.2894736842105345,3.982930298719765,5.992176386913222,2.3115220483641536,4.12517780938834,1.3513513513513473,2.3648648648648702,4.391891891891888,2.0270270270270316,4.054054054054056,0.0
