person_id,true_best_party,n_items_total,n_items_asked_50,obs_top1_50,obs_top3_50,pred_top1_50,pred_top3_50,n_items_top1,top1_reached,n_items_top3,top3_reached,obs_mae_50_AfD,obs_mae_50_CDU,obs_mae_50_Die Linke Halle,obs_mae_50_Die PARTEI,obs_mae_50_FDP,obs_mae_50_Freie Wähler,obs_mae_50_Grüne,obs_mae_50_MitBürger,obs_mae_50_SPD,obs_mae_50_Volt,obs_mae_50_dieBasis,pred_mae_50_AfD,pred_mae_50_CDU,pred_mae_50_Die Linke Halle,pred_mae_50_Die PARTEI,pred_mae_50_FDP,pred_mae_50_Freie Wähler,pred_mae_50_Grüne,pred_mae_50_MitBürger,pred_mae_50_SPD,pred_mae_50_Volt,pred_mae_50_dieBasis
18711,AfD,37,19,True,True,True,False,3,True,9,True,12.26884779516358,8.125889046941694,1.0668563300142253,10.046230440967285,9.192745376955898,0.6756756756756772,6.507823613086771,3.3250355618776624,3.271692745376953,1.9203413940255984,8.890469416785209,11.486486486486484,6.756756756756758,5.743243243243242,2.702702702702709,9.121621621621628,4.729729729729726,9.45945945945946,3.0405405405405332,3.0405405405405403,4.391891891891888,10.810810810810807
3202,Volt,37,19,True,False,True,False,19,True,22,True,18.29658605974396,12.037695590327175,4.409672830725462,0.4978662873399742,12.42887624466573,4.107396870554766,3.8229018492176436,3.8940256045519206,2.8982930298719793,2.0270270270270316,11.859886201991465,10.135135135135144,7.0945945945945965,7.432432432432435,5.743243243243242,9.459459459459467,4.054054054054049,6.081081081081081,1.3513513513513544,0.675675675675663,3.0405405405405332,6.756756756756765
1605,FDP,37,19,False,False,True,False,30,True,37,False,2.3826458036984377,3.0049786628733983,0.1955903271692847,5.672119487908965,0.32005689900426404,3.6450924608819335,3.556187766714082,1.546941678520632,4.000711237553347,0.26671408250354744,3.09388335704125,2.0270270270270316,1.0135135135135087,1.3513513513513473,1.689189189189193,1.689189189189193,0.6756756756756701,2.364864864864856,2.3648648648648702,2.702702702702709,2.0270270270270316,3.0405405405405332
20178,dieBasis,37,19,True,False,False,False,2,True,2,True,7.21906116642959,6.13442389758179,8.232574679943106,5.03200568990043,2.1692745376955855,5.707681365576107,6.009957325746804,5.28093883357041,4.071834992887624,7.983641536273112,3.3250355618776624,0.6756756756756701,0.3378378378378315,0.3378378378378386,0.3378378378378386,2.7027027027026946,1.3513513513513473,1.3513513513513473,1.3513513513513544,1.689189189189186,1.0135135135135158,2.7027027027026946
7579,FDP,37,19,False,True,False,True,8,True,9,True,1.1913229018492189,5.067567567567565,0.4978662873399671,3.8940256045519206,3.182788051209087,6.098862019914655,2.987197724039838,6.330014224751075,5.209815078236119,5.174253200568991,1.2980085348506378,1.0135135135135158,4.391891891891888,5.743243243243242,2.0270270270270316,4.054054054054035,3.0405405405405403,3.7162162162162176,4.729729729729726,5.067567567567565,3.0405405405405332,1.0135135135135158
2693,SPD,37,19,True,False,True,False,1,True,20,True,10.08179231863442,7.46799431009957,10.27738264580369,9.921763869132299,5.494310099573248,0.6045519203413932,3.94736842105263,1.795874822190612,9.086059743954493,3.236130867709818,4.765291607396875,3.378378378378379,0.0,6.756756756756751,2.0270270270270245,0.0,2.0270270270270316,3.0405405405405332,3.378378378378372,3.7162162162162105,4.054054054054049,3.378378378378393
23919,SPD,37,19,False,True,False,False,5,True,18,True,6.9523470839260355,5.014224751066855,0.7467994310099613,5.689900426742533,2.080369843527741,3.7162162162162176,1.0490753911806578,0.7823613086770962,3.627311522048373,2.9694167852062634,2.080369843527741,1.3513513513513473,2.364864864864863,1.3513513513513473,1.0135135135135087,2.702702702702709,3.0405405405405403,2.3648648648648702,0.6756756756756701,0.6756756756756772,1.689189189189186,1.3513513513513473
19711,AfD,37,19,True,False,True,False,8,True,2,True,2.2403982930298696,1.9203413940255984,6.881223328591744,2.3648648648648702,4.854196301564727,2.6849217638691343,1.1735419630156443,3.0761024182076824,1.1379800853485094,1.8669985775249032,2.4537695590327075,0.0,3.7162162162162105,3.378378378378372,0.3378378378378386,4.054054054054063,0.3378378378378457,2.7027027027027017,1.3513513513513473,4.391891891891895,2.7027027027027017,2.0270270270270316
6146,Die Linke Halle,37,19,True,False,True,False,1,True,3,True,2.009246088193457,4.071834992887624,1.4224751066856385,1.5291607396870575,3.342816500711244,6.081081081081081,3.200568990042683,4.267425320056894,3.8940256045519135,0.1422475106685539,3.2539118065433854,3.0405405405405475,3.378378378378372,2.3648648648648702,3.378378378378386,4.054054054054063,0.6756756756756772,0.3378378378378386,3.0405405405405332,1.3513513513513402,2.3648648648648702,1.689189189189193
12960,Die Linke Halle,37,19,True,True,True,True,1,True,10,True,5.796586059743955,2.7382645803698367,5.2987197724039845,8.285917496443822,5.209815078236126,3.7517780938833525,7.681365576102436,1.5291607396870432,4.623044096728307,9.850640113798008,8.00142247510668,0.33783783783783505,1.0135135135135158,3.378378378378386,1.013513513513523,0.0,0.3378378378378386,1.3513513513513686,1.6891891891892072,2.3648648648648702,1.3513513513513544,2.0270270270270174
