person_id,true_best_party,n_items_total,n_items_asked_50,obs_top1_50,obs_top3_50,pred_top1_50,pred_top3_50,n_items_top1,top1_reached,n_items_top3,top3_reached,obs_mae_50_AfD,obs_mae_50_CDU,obs_mae_50_Die Linke Halle,obs_mae_50_Die PARTEI,obs_mae_50_FDP,obs_mae_50_Freie Wähler,obs_mae_50_Grüne,obs_mae_50_MitBürger,obs_mae_50_SPD,obs_mae_50_Volt,obs_mae_50_dieBasis,pred_mae_50_AfD,pred_mae_50_CDU,pred_mae_50_Die Linke Halle,pred_mae_50_Die PARTEI,pred_mae_50_FDP,pred_mae_50_Freie Wähler,pred_mae_50_Grüne,pred_mae_50_MitBürger,pred_mae_50_SPD,pred_mae_50_Volt,pred_mae_50_dieBasis
18711,AfD,37,19,True,True,True,False,7,True,2,True,3.058321479374115,6.152204836415365,14.224751066856332,7.414651493598868,4.587482219061172,13.798008534850638,12.428876244665723,8.588193456614505,7.912517780938835,9.157183499288756,0.9957325746799413,3.7162162162162105,0.3378378378378528,18.91891891891892,1.0135135135135158,1.0135135135135158,16.554054054054056,18.58108108108108,13.175675675675674,17.229729729729726,18.581081081081077,7.770270270270274
3202,Volt,37,19,False,False,False,False,2,True,35,True,4.480796586059739,2.8271692745377024,2.1692745376955855,3.7873399715504945,0.5867709815078399,7.734708392603139,0.7823613086770962,2.6849217638691343,1.7069701280227676,0.6045519203413932,3.9651493598862118,12.162162162162161,10.13513513513513,10.472972972972968,2.702702702702709,9.459459459459453,0.6756756756756772,5.067567567567565,5.4054054054054035,3.378378378378372,1.3513513513513402,8.783783783783782
1605,FDP,37,19,True,False,False,False,2,True,2,True,4.854196301564727,4.231863442389766,1.1201991465149348,7.485775248933145,1.653627311522051,6.881223328591759,1.5825035561877598,1.0846372688477999,4.551920341394016,1.5825035561877598,4.142958748221901,1.689189189189186,2.702702702702709,8.108108108108112,5.4054054054054035,1.0135135135135158,3.7162162162162033,6.081081081081081,3.7162162162162176,3.378378378378379,6.756756756756772,3.378378378378379
20178,dieBasis,37,19,False,False,False,False,23,True,27,True,7.254623044096732,5.707681365576107,6.916785206258886,2.86273115220483,7.04125177809388,1.5291607396870575,1.404694167852064,1.9914651493598896,0.12446657183499354,0.7467994310099613,0.03556187766713492,12.5,9.121621621621621,7.770270270270274,4.391891891891895,11.148648648648646,0.3378378378378386,6.418918918918919,2.702702702702709,0.6756756756756772,3.7162162162162176,2.0270270270270245
7579,FDP,37,19,False,False,False,False,1,True,21,True,1.8492176386913286,3.09388335704125,0.16002844950212847,0.7112375533428192,3.840682788051197,0.8357041251778057,5.618776671408256,1.0668563300142253,3.236130867709818,5.174253200568991,5.938833570412527,3.0405405405405332,0.0,6.756756756756758,4.391891891891888,0.3378378378378386,9.45945945945946,11.148648648648638,5.743243243243242,5.067567567567572,10.810810810810814,7.432432432432435
2693,SPD,37,19,False,False,False,False,21,True,29,True,9.655049786628744,8.321479374110957,5.51209103840683,1.9203413940255984,9.637268847795163,5.974395448079662,10.526315789473685,8.07254623044097,2.0981507823613015,9.263869132290182,9.708392603129447,10.810810810810814,11.824324324324316,4.391891891891895,4.391891891891895,12.162162162162154,2.702702702702709,9.797297297297305,4.391891891891888,2.7027027027026946,5.743243243243249,5.067567567567565
23919,SPD,37,19,False,False,False,False,4,True,27,True,6.863442389758184,8.143669985775247,2.5426742532005733,1.0846372688477999,8.445945945945944,5.03200568990043,1.0490753911806578,2.0981507823613086,4.267425320056894,0.3378378378378386,4.711948790896166,3.378378378378379,4.054054054054056,4.729729729729726,7.0945945945945965,5.067567567567565,7.094594594594589,7.0945945945945965,4.391891891891888,3.0405405405405332,7.0945945945945965,1.689189189189186
19711,AfD,37,19,True,False,True,False,1,True,22,True,6.3122332859175,0.053342816500716594,5.618776671408256,8.161450924608815,3.698435277382636,0.053342816500716594,3.805120910384069,3.733997155049785,4.125177809388333,1.2091038406827934,8.072546230440977,5.4054054054054035,3.7162162162162105,8.783783783783793,0.3378378378378386,1.3513513513513686,3.7162162162162105,8.783783783783782,6.756756756756758,6.081081081081081,8.78378378378379,3.378378378378386
6146,Die Linke Halle,37,19,True,False,True,True,1,True,7,True,0.6223328591749677,0.12446657183500065,3.3961593172119677,2.187055476529153,1.3691322901849219,4.107396870554766,0.5689900426742582,2.951635846372696,0.053342816500716594,2.115931721194869,9.174964438122338,5.405405405405396,4.054054054054056,0.3378378378378386,3.7162162162162176,5.4054054054054035,2.0270270270270174,2.7027027027026946,4.391891891891902,1.3513513513513544,3.0405405405405332,0.0
12960,Die Linke Halle,37,19,True,True,True,False,2,True,8,True,1.8492176386913215,2.7382645803698367,5.885490753911796,4.338549075391185,1.3691322901849219,8.748221906116655,3.5028449502133583,8.339260312944532,7.219061166429583,7.254623044096732,6.685633001422474,0.3378378378378386,3.7162162162162105,1.3513513513513544,0.0,2.702702702702709,8.108108108108112,3.0405405405405332,7.770270270270274,1.3513513513513544,5.4054054054054035,1.0135135135135087
17552,AfD,37,19,True,True,True,True,1,True,1,True,8.143669985775247,5.209815078236119,5.174253200568991,4.17852062588905,3.9118065433855023,10.241820768136556,2.0981507823613086,0.21337126600283796,5.743243243243242,0.7823613086771033,3.556187766714082,10.472972972972983,0.675675675675663,5.405405405405411,10.472972972972975,0.3378378378378457,4.054054054054056,3.0405405405405332,9.797297297297291,3.378378378378379,4.391891891891888,9.797297297297291
12713,AfD,37,19,True,False,True,False,1,True,6,True,2.2403982930298696,2.7560455192034112,3.413940256045521,0.8001422475106708,4.534139402560456,2.115931721194876,5.974395448079662,2.222617354196302,4.676386913229017,1.6002844950213415,3.662873399715508,1.3513513513513402,4.391891891891902,7.432432432432432,3.0405405405405403,6.4189189189189335,10.472972972972975,10.13513513513513,9.797297297297298,7.0945945945945965,11.486486486486484,1.3513513513513544
24256,Volt,37,19,True,False,False,False,3,True,11,True,3.342816500711244,5.867709815078236,4.996443812233295,1.1913229018492189,7.201280227596023,9.388335704125183,8.054765291607396,5.8677098150782285,2.044807965860599,2.9338549075391143,5.832147937411094,12.162162162162168,5.4054054054054035,8.108108108108112,1.0135135135135158,8.108108108108112,2.7027027027026946,9.797297297297291,11.486486486486484,1.3513513513513402,1.6891891891891788,9.121621621621621
8536,AfD,37,19,True,False,True,False,1,True,2,True,0.4800853485063925,0.8179231863442311,11.166429587482217,2.7382645803698367,0.8712660028449477,2.809388335704128,2.3115220483641536,1.2980085348506378,10.793029871977247,8.641536273115221,7.503556187766705,2.3648648648648702,2.702702702702709,12.837837837837839,2.702702702702709,1.0135135135135016,7.432432432432435,10.81081081081081,7.77027027027027,13.175675675675677,11.486486486486488,0.0
4101,AfD,37,19,False,False,True,True,22,True,27,True,2.6137980085348573,5.174253200568991,2.7027027027026946,1.973684210526315,0.3911806543385552,0.7823613086770962,0.8712660028449548,3.271692745376953,4.089615931721191,2.151493598862025,1.8847795163584706,4.054054054054049,3.378378378378379,4.054054054054042,1.0135135135135158,4.054054054054063,1.0135135135135158,3.0405405405405403,2.364864864864863,3.378378378378372,3.0405405405405403,1.0135135135135158
