person_id,true_best_party,n_train,n_items_asked_50,obs_top1,obs_top3,obs_mae_mean,pred_top1,pred_top3,pred_mae_mean,obs_mae_CDU,obs_mae_DIE LINKE,obs_mae_Die Grünen,obs_mae_FDP,obs_mae_SPD,obs_mae_bunt.saar,pred_mae_CDU,pred_mae_DIE LINKE,pred_mae_Die Grünen,pred_mae_FDP,pred_mae_SPD,pred_mae_bunt.saar
118,CDU,250,19,1.0,0.0,4.110360360360363,1.0,0.0,1.7454954954954935,1.1024182076813673,1.9381223328591872,2.3826458036984377,12.162162162162161,3.0405405405405403,4.036273115220482,1.0135135135135016,3.7162162162162176,0.6756756756756701,1.3513513513513473,0.3378378378378457,3.378378378378379
1588,FDP,250,19,0.0,1.0,4.8304883831199605,1.0,1.0,3.5472972972972947,3.7873399715504945,0.40896159317211556,5.992176386913236,9.886201991465143,1.1557610241820768,7.752489331436699,0.3378378378378244,4.729729729729726,5.067567567567572,2.364864864864863,3.7162162162162176,5.067567567567565
919,SPD,250,19,1.0,0.0,3.0849928876244648,0.0,1.0,3.3220720720720736,6.045519203413939,2.2226173541963092,1.9203413940255984,2.435988620199147,1.3335704125177799,4.551920341394016,1.3513513513513473,1.3513513513513544,6.756756756756758,3.0405405405405332,3.7162162162162247,3.7162162162162247
2723,CDU,250,19,0.0,1.0,4.214082503556187,1.0,1.0,3.1531531531531507,2.6493598862019923,4.729729729729726,3.556187766714082,6.330014224751068,6.98790896159317,1.0312944523470833,4.391891891891888,3.0405405405405475,3.378378378378372,2.7027027027027017,4.054054054054049,1.3513513513513473
2630,CDU,250,19,1.0,1.0,3.926623992413466,1.0,0.0,3.378378378378379,1.9203413940255984,7.1657183499288735,4.338549075391185,2.0981507823613086,3.8940256045519206,4.142958748221908,3.378378378378379,0.3378378378378386,6.756756756756765,4.729729729729733,2.0270270270270174,3.0405405405405403
1106,FDP,250,19,1.0,0.0,4.993480322427689,1.0,0.0,1.5765765765765778,2.3470839260312957,4.480796586059739,7.663584637268848,5.1209103840682815,5.565433854907525,4.783072546230443,0.3378378378378386,2.3648648648648702,2.0270270270270316,1.689189189189193,1.3513513513513402,1.689189189189193
4764,FDP,250,19,1.0,1.0,3.325035561877671,1.0,1.0,1.8018018018018058,2.275960170697026,0.9601706970128063,2.4537695590327147,6.418918918918919,2.6849217638691343,5.1564722617354235,1.0135135135135087,3.0405405405405475,1.3513513513513544,3.0405405405405475,0.6756756756756843,1.689189189189193
3782,DIE LINKE,250,19,1.0,1.0,2.287814129919392,1.0,1.0,4.448198198198195,1.4224751066856385,1.689189189189186,1.0312944523470762,2.578236130867701,2.880512091038412,4.12517780938834,4.054054054054049,4.391891891891881,5.743243243243242,5.067567567567572,4.054054054054049,3.378378378378379
2758,Die Grünen,250,19,0.0,0.0,8.508179231863444,0.0,1.0,1.0698198198198188,4.836415362731152,8.60597439544808,12.357752489331446,2.951635846372696,13.566856330014218,8.730440967283073,1.0135135135135158,3.0405405405405403,0.0,0.6756756756756772,0.675675675675663,1.0135135135135158
1618,Die Grünen,250,19,0.0,0.0,5.209815078236132,0.0,0.0,1.238738738738738,0.37339971550497353,5.921052631578952,6.614509246088197,5.334281650071119,6.258890469416791,6.756756756756758,2.0270270270270245,0.6756756756756772,0.3378378378378457,0.3378378378378244,2.0270270270270316,2.0270270270270245
4886,SPD,250,19,0.0,1.0,4.34447605500237,0.0,1.0,1.5765765765765778,3.5028449502133725,6.258890469416791,3.413940256045514,2.471550497866282,8.694879089615938,1.7247510668563208,2.7027027027027017,0.6756756756756701,0.0,3.0405405405405475,0.6756756756756772,2.3648648648648702
3260,Die Grünen,250,19,1.0,1.0,2.504148885727833,1.0,1.0,2.195945945945944,6.152204836415365,0.9246088193456643,0.03556187766713492,0.49786628733995997,4.800853485064017,2.6137980085348573,0.3378378378378386,2.0270270270270316,2.364864864864863,2.0270270270270174,4.729729729729726,1.689189189189186
3339,CDU,250,19,0.0,0.0,2.6938122332859167,1.0,0.0,1.238738738738738,5.618776671408241,0.6756756756756772,1.724751066856328,2.2403982930298625,3.2894736842105345,2.6137980085348573,0.3378378378378315,0.6756756756756772,3.0405405405405403,0.0,0.0,3.378378378378379
2972,DIE LINKE,250,19,0.0,0.0,5.429113323850168,0.0,1.0,3.828828828828828,1.2268847795163538,8.26813655761024,4.587482219061172,1.8847795163584706,8.783783783783782,7.82361308677099,4.054054054054056,1.0135135135135158,4.391891891891888,4.729729729729726,4.391891891891895,4.391891891891888
