person_id,true_best_party,n_train,n_items_asked_50,obs_top1,obs_top3,obs_mae_mean,pred_top1,pred_top3,pred_mae_mean,obs_mae_CDU,obs_mae_DIE LINKE,obs_mae_Die Grünen,obs_mae_FDP,obs_mae_SPD,obs_mae_bunt.saar,pred_mae_CDU,pred_mae_DIE LINKE,pred_mae_Die Grünen,pred_mae_FDP,pred_mae_SPD,pred_mae_bunt.saar
118,CDU,700,19,1.0,0.0,3.781412991939309,1.0,0.0,1.8581081081081063,3.0761024182076895,0.6223328591749677,1.724751066856328,11.504267425320059,3.0405405405405403,2.720483641536269,0.3378378378378244,5.405405405405411,0.0,0.6756756756756701,0.3378378378378457,4.391891891891888
1588,FDP,700,19,1.0,0.0,4.803816974869605,1.0,0.0,4.1666666666666705,5.1031294452347,2.222617354196302,5.334281650071119,5.938833570412527,0.4978662873399671,9.726173541963014,2.0270270270270316,5.405405405405411,5.067567567567572,1.0135135135135158,5.743243243243242,5.743243243243249
919,SPD,700,19,0.0,0.0,4.465979137031771,1.0,1.0,1.2950450450450444,7.361308677098151,2.2226173541963092,4.551920341394016,0.1955903271692847,6.596728307254629,5.867709815078236,0.3378378378378386,0.6756756756756701,3.0405405405405403,1.689189189189193,0.6756756756756701,1.3513513513513544
2723,CDU,700,19,0.0,1.0,3.170934091986723,1.0,1.0,3.828828828828828,3.307254623044102,2.507112375533424,0.26671408250354744,4.356330014224753,7.64580369843528,0.9423897581792318,4.7297297297297405,5.743243243243242,4.391891891891888,2.7027027027027017,4.391891891891888,1.0135135135135087
2630,CDU,700,19,1.0,1.0,3.0286865813181563,1.0,1.0,2.364864864864868,4.551920341394016,3.876244665718346,3.556187766714082,1.4402560455191917,1.2624466571834958,3.485064011379805,3.0405405405405403,2.364864864864863,0.0,5.067567567567579,2.702702702702709,1.0135135135135158
1106,FDP,700,19,0.0,0.0,4.869013750592696,1.0,1.0,2.984234234234235,0.284495021337122,3.8229018492176365,7.005689900426752,6.436699857752494,5.565433854907525,6.098862019914648,3.7162162162162105,4.729729729729733,3.378378378378379,0.0,1.3513513513513615,4.729729729729726
4764,FDP,700,19,1.0,0.0,3.4435751541014716,1.0,1.0,1.689189189189193,7.539118065433861,2.9871977240398238,2.4537695590327147,4.445234708392604,1.3691322901849219,1.8669985775249032,2.0270270270270316,2.0270270270270316,1.3513513513513544,0.3378378378378386,1.0135135135135158,3.378378378378386
3782,DIE LINKE,700,19,1.0,1.0,2.895329540066381,1.0,1.0,5.743243243243242,5.814366998577526,1.689189189189186,0.2844950213371291,0.6045519203413932,8.143669985775247,0.8357041251778057,8.783783783783782,5.067567567567558,5.743243243243242,9.121621621621628,3.0405405405405403,2.7027027027027017
2758,Die Grünen,700,19,0.0,0.0,6.64710763394974,1.0,1.0,2.1959459459459474,3.52062588904694,3.342816500711244,9.726173541963014,0.9957325746799484,15.540540540540533,6.756756756756758,2.0270270270270316,0.0,3.0405405405405332,3.378378378378379,2.0270270270270316,2.702702702702709
1618,Die Grünen,700,19,0.0,0.0,4.3178046467520135,1.0,1.0,0.5630630630630632,0.2844950213371291,3.94736842105263,3.3250355618776624,9.281650071123742,3.627311522048373,5.4409672830725455,0.6756756756756772,0.3378378378378386,0.0,1.0135135135135087,0.3378378378378386,1.0135135135135158
4886,SPD,700,19,0.0,1.0,2.3144855381697496,0.0,1.0,1.9707207207207251,1.5291607396870575,3.627311522048373,2.7560455192034112,0.16002844950213557,3.4317211948790884,2.3826458036984306,0.0,0.6756756756756701,4.054054054054063,0.3378378378378457,3.378378378378386,3.378378378378386
3260,Die Grünen,700,19,0.0,1.0,3.073138928402082,1.0,1.0,2.2522522522522515,3.520625889046933,1.7069701280227676,2.00924608819345,3.1294452347083777,6.116642958748223,1.9559032716927405,0.3378378378378386,2.702702702702709,3.378378378378379,0.3378378378378244,4.391891891891888,2.3648648648648702
3339,CDU,700,19,0.0,0.0,2.776789947842584,0.0,0.0,1.5765765765765731,6.276671408250358,1.3335704125177799,0.2489331436699942,0.9246088193456643,3.2894736842105345,4.587482219061172,1.689189189189186,2.0270270270270245,3.0405405405405403,0.3378378378378244,2.0270270270270316,0.3378378378378315
2972,DIE LINKE,700,19,0.0,0.0,6.854551920341396,0.0,0.0,1.3513513513513544,7.805832147937409,6.294452347083926,7.21906116642959,0.5689900426742511,12.07325746799431,7.165718349928888,1.0135135135135158,3.7162162162162247,0.3378378378378386,0.6756756756756772,0.0,2.3648648648648702
