person_id,true_best_party,n_train,n_items_asked_50,obs_top1,obs_top3,obs_mae_mean,pred_top1,pred_top3,pred_mae_mean,obs_mae_CDU,obs_mae_DIE LINKE,obs_mae_Die Grünen,obs_mae_FDP,obs_mae_SPD,obs_mae_bunt.saar,pred_mae_CDU,pred_mae_DIE LINKE,pred_mae_Die Grünen,pred_mae_FDP,pred_mae_SPD,pred_mae_bunt.saar
118,CDU,800,19,1.0,0.0,3.7547415836889555,1.0,0.0,2.2522522522522515,2.418207681365587,1.9381223328591872,0.9068278805120897,10.188477951635846,1.724751066856328,5.352062588904694,1.0135135135135016,6.081081081081088,1.0135135135135158,0.0,0.3378378378378386,5.067567567567565
1588,FDP,800,19,0.0,1.0,6.006993835941206,1.0,1.0,3.490990990990992,1.475817923186355,4.854196301564727,6.650071123755332,9.886201991465143,4.765291607396868,8.410384068278809,4.7297297297297405,2.364864864864863,3.7162162162162105,1.0135135135135158,5.4054054054054035,3.7162162162162176
919,SPD,800,19,0.0,0.0,3.7695590327169284,1.0,0.0,1.238738738738738,3.413940256045514,0.40896159317212266,5.867709815078236,0.46230440967283215,5.938833570412527,6.525604551920338,3.0405405405405475,1.0135135135135087,1.3513513513513544,0.0,1.3513513513513544,0.675675675675663
2723,CDU,800,19,1.0,1.0,1.9173779042200134,1.0,1.0,3.378378378378379,3.9651493598862118,0.12446657183499354,0.3911806543385552,0.40896159317212266,5.672119487908965,0.9423897581792318,4.7297297297297405,4.391891891891895,3.378378378378372,5.067567567567565,2.364864864864863,0.3378378378378386
2630,CDU,800,19,1.0,1.0,3.5769321953532427,1.0,1.0,3.0968468468468466,5.209815078236119,6.507823613086771,2.2403982930298625,1.4402560455191917,3.236130867709811,2.8271692745377024,1.3513513513513544,4.729729729729733,1.689189189189186,5.4054054054054035,3.378378378378379,2.0270270270270245
1106,FDP,800,19,1.0,0.0,4.445234708392601,1.0,1.0,1.3513513513513473,4.320768136557611,9.086059743954479,2.400426742532005,4.463015647226172,2.933854907539107,3.4672830725462305,1.3513513513513402,1.689189189189186,0.6756756756756772,0.3378378378378386,2.0270270270270174,2.0270270270270245
4764,FDP,800,19,1.0,1.0,3.59471313418682,1.0,1.0,2.195945945945945,6.881223328591759,3.6450924608819335,2.151493598862025,6.418918918918919,1.9203413940255984,0.5512091038406837,2.3648648648648702,1.0135135135135087,2.7027027027027017,0.6756756756756772,4.729729729729726,1.689189189189186
3782,DIE LINKE,800,19,1.0,1.0,3.458392603129441,1.0,0.0,5.461711711711711,5.156472261735409,3.0049786628733983,1.0312944523470762,5.867709815078236,2.222617354196302,3.4672830725462234,9.121621621621621,5.405405405405396,3.378378378378372,8.78378378378379,5.067567567567572,1.0135135135135158
2758,Die Grünen,800,19,0.0,0.0,7.743598862019916,1.0,0.0,1.1824324324324316,3.52062588904694,5.316500711237566,12.357752489331446,0.3378378378378386,13.566856330014218,11.36201991465149,3.0405405405405403,1.3513513513513402,0.6756756756756772,0.3378378378378386,0.0,1.689189189189193
1618,Die Grünen,800,19,0.0,0.0,6.525604551920337,0.0,0.0,3.2094594594594583,2.3470839260312886,9.868421052631582,3.982930298719765,7.307965860597427,7.574679943100989,8.07254623044097,4.729729729729719,3.378378378378379,2.7027027027026946,1.013513513513523,4.729729729729733,2.7027027027027017
4886,SPD,800,19,0.0,0.0,7.195353247984826,0.0,0.0,7.882882882882881,0.8712660028449548,6.258890469416791,10.650782361308679,7.076813655761015,11.984352773826451,6.330014224751068,3.378378378378386,3.0405405405405332,11.486486486486484,8.783783783783782,14.189189189189186,6.418918918918912
3260,Die Grünen,800,19,0.0,0.0,4.16963015647226,1.0,1.0,1.632882882882883,3.520625889046933,1.0490753911806578,3.982930298719765,4.445234708392597,7.432432432432435,4.587482219061172,1.3513513513513473,1.3513513513513615,1.013513513513523,3.0405405405405332,3.0405405405405332,0.0
3339,CDU,800,19,0.0,0.0,3.105737316263633,0.0,0.0,2.1396396396396375,3.6450924608819264,2.6493598862019923,2.2226173541963092,0.26671408250354744,5.26315789473685,4.587482219061172,1.0135135135135087,2.3648648648648702,3.7162162162162176,2.364864864864856,2.7027027027026946,0.6756756756756772
2972,DIE LINKE,800,19,0.0,0.0,8.09032716927454,0.0,0.0,3.2094594594594583,3.200568990042669,9.58392603129446,7.876955903271693,2.0625889046941666,16.67852062588905,9.139402560455203,1.3513513513513473,4.391891891891888,2.7027027027027017,3.378378378378379,3.7162162162162176,3.7162162162162176
989,FDP,800,19,1.0,1.0,4.359293504030345,1.0,1.0,3.265765765765767,0.8712660028449548,7.272403982930296,4.836415362731152,3.4672830725462234,6.650071123755332,3.058321479374108,1.6891891891892001,2.7027027027026946,4.391891891891895,1.0135135135135158,5.4054054054054035,4.391891891891891
2141,SPD,800,19,0.0,0.0,4.110360360360364,0.0,1.0,1.5765765765765767,2.809388335704128,3.9118065433855023,1.618065433854909,1.5647226173541924,7.610241820768145,7.147937411095306,3.378378378378372,0.6756756756756701,1.689189189189186,0.3378378378378457,2.3648648648648702,1.0135135135135158
