person_id,true_best_party,n_train,n_items_asked_50,obs_top1,obs_top3,obs_mae_mean,pred_top1,pred_top3,pred_mae_mean,obs_mae_CDU,obs_mae_DIE LINKE,obs_mae_Die Grünen,obs_mae_FDP,obs_mae_SPD,obs_mae_bunt.saar,pred_mae_CDU,pred_mae_DIE LINKE,pred_mae_Die Grünen,pred_mae_FDP,pred_mae_SPD,pred_mae_bunt.saar
118,CDU,400,19,1.0,0.0,3.645092460881932,1.0,0.0,2.1396396396396447,0.21337126600283796,0.03556187766713492,3.0405405405405403,10.846372688477949,5.672119487908965,2.0625889046941666,0.6756756756756914,3.0405405405405475,2.0270270270270316,3.0405405405405403,2.364864864864863,1.689189189189193
1588,FDP,400,19,0.0,1.0,5.9536510194404935,1.0,0.0,2.871621621621621,2.471550497866282,0.2489331436699871,7.965860597439551,11.859886201991465,4.765291607396868,8.410384068278809,3.7162162162162176,2.364864864864863,1.3513513513513544,0.0,7.094594594594589,2.7027027027027017
919,SPD,400,19,1.0,0.0,3.1116642958748195,1.0,1.0,2.5337837837837873,5.387624466571836,0.40896159317212266,1.9203413940255984,7.04125177809388,1.3335704125177799,2.578236130867701,0.6756756756756772,2.0270270270270316,3.7162162162162247,2.7027027027026946,3.378378378378386,2.702702702702709
2723,CDU,400,19,1.0,0.0,4.934210526315791,1.0,0.0,2.0833333333333357,2.6493598862019923,5.387624466571836,8.943812233285918,0.2489331436699942,4.19630156472261,8.179231863442396,3.378378378378372,0.0,0.6756756756756843,3.0405405405405475,0.3378378378378386,5.067567567567572
2630,CDU,400,19,0.0,1.0,3.5295163584637237,1.0,1.0,3.434684684684683,9.157183499288756,1.902560455192031,2.2403982930298625,4.071834992887624,0.7112375533428192,3.09388335704125,1.013513513513523,4.054054054054049,2.7027027027026946,3.378378378378379,4.729729729729726,4.729729729729726
1106,FDP,400,19,1.0,0.0,4.783072546230444,1.0,1.0,0.9572072072072082,4.978662873399728,5.138691322901842,5.03200568990043,9.726173541963014,1.013513513513523,2.809388335704128,1.3513513513513402,1.0135135135135158,0.6756756756756772,1.689189189189193,0.6756756756756843,0.3378378378378386
4764,FDP,400,19,1.0,1.0,4.193338074917023,1.0,1.0,1.2950450450450468,8.197012802275957,2.329302987197721,1.1379800853485094,7.734708392603132,1.9203413940255984,3.840682788051218,0.3378378378378315,2.0270270270270316,1.689189189189193,1.689189189189193,0.0,2.0270270270270316
3782,DIE LINKE,400,19,1.0,1.0,2.6938122332859193,1.0,1.0,5.96846846846847,3.840682788051211,3.0049786628733983,1.6002844950213415,1.3691322901849219,4.196301564722617,2.151493598862025,7.432432432432435,4.054054054054056,5.067567567567565,10.472972972972975,5.067567567567572,3.7162162162162176
2758,Die Grünen,400,19,0.0,0.0,6.973091512565197,0.0,1.0,1.1824324324324316,2.86273115220483,7.290184921763881,9.726173541963014,2.293741109530579,11.593172119487903,8.07254623044097,1.3513513513513544,0.0,0.6756756756756772,3.378378378378379,0.3378378378378386,1.3513513513513402
1618,Die Grünen,400,19,1.0,0.0,5.414295874822188,0.0,0.0,2.7590090090090107,0.9423897581792318,9.210526315789465,2.6671408250355597,7.307965860597427,6.258890469416791,6.098862019914655,3.7162162162162176,3.7162162162162176,3.0405405405405332,1.013513513513523,4.054054054054056,1.0135135135135158
4886,SPD,400,19,1.0,1.0,3.8880986249407266,1.0,1.0,1.4076576576576596,1.1024182076813602,4.285206258890469,4.729729729729726,4.765291607396875,2.7738264580369787,5.672119487908951,1.6891891891892001,0.0,2.364864864864856,2.0270270270270316,2.0270270270270316,0.3378378378378386
3260,Die Grünen,400,19,1.0,0.0,3.4909909909909884,1.0,0.0,1.9707207207207205,4.836415362731152,2.2403982930298625,2.6671408250355597,4.445234708392597,4.800853485064017,1.9559032716927405,0.3378378378378386,1.3513513513513615,2.364864864864863,2.0270270270270174,4.391891891891888,1.3513513513513544
3339,CDU,400,19,0.0,0.0,2.8034613560929316,0.0,0.0,2.5900900900900865,5.618776671408241,2.6493598862019923,0.40896159317212266,2.2403982930298625,1.973684210526315,3.9295874822190555,2.364864864864856,2.702702702702709,4.729729729729733,2.364864864864856,2.7027027027026946,0.6756756756756701
2972,DIE LINKE,400,19,1.0,0.0,5.977358937885257,1.0,0.0,1.970720720720724,7.147937411095306,4.978662873399728,5.245376955903275,3.200568990042669,10.099573257467995,5.192034139402573,2.0270270270270316,2.0270270270270316,2.7027027027027017,0.3378378378378386,1.013513513513523,3.7162162162162176
989,FDP,400,19,1.0,1.0,3.4050497866287337,1.0,1.0,1.0698198198198223,8.766002844950215,0.03556187766713492,0.4267425320056901,2.809388335704128,2.7027027027027017,5.689900426742533,0.3378378378378386,2.0270270270270316,1.3513513513513544,1.3513513513513544,0.3378378378378386,1.0135135135135158
2141,SPD,400,19,0.0,0.0,2.90422000948317,0.0,0.0,1.5765765765765754,2.151493598862025,5.885490753911803,0.3022759601707037,2.2226173541963092,3.0049786628734054,3.8584637268847715,2.0270270270270245,1.3513513513513473,2.364864864864856,1.689189189189193,1.689189189189193,0.3378378378378386
2948,SPD,400,19,1.0,0.0,3.9592223802750133,1.0,1.0,3.0405405405405403,4.765291607396875,0.1422475106685539,2.258179231863437,10.419630156472266,1.8847795163584777,4.285206258890469,2.702702702702709,5.4054054054054035,3.378378378378372,1.0135135135135158,3.0405405405405475,2.7027027027026946
2322,Die Grünen,400,19,0.0,0.0,4.566737790422,1.0,0.0,2.421171171171173,2.1337126600284577,3.4672830725462234,6.258890469416791,1.1024182076813602,9.210526315789465,5.2275960170697005,3.7162162162162176,0.6756756756756701,2.0270270270270245,1.6891891891892001,3.7162162162162176,2.702702702702709
2073,CDU,400,19,1.0,1.0,1.3750592697961146,1.0,1.0,2.4211711711711708,1.3335704125177799,0.5867709815078399,1.866998577524896,2.6493598862019923,1.1201991465149348,0.6934566145092447,1.3513513513513544,3.0405405405405332,0.0,1.3513513513513544,4.391891891891888,4.391891891891895
1802,Die Grünen,400,19,0.0,1.0,6.744902797534377,0.0,1.0,2.083333333333337,1.902560455192038,12.357752489331439,6.436699857752494,6.383357041251777,4.765291607396868,8.623755334281647,4.054054054054063,0.6756756756756843,2.3648648648648702,4.391891891891888,1.0135135135135158,0.0
2079,Die Grünen,400,19,1.0,0.0,6.196657183499286,1.0,0.0,1.4076576576576525,1.4935988620199083,2.3470839260312957,7.183499288762434,2.86273115220483,14.580369843527748,8.712660028449498,1.0135135135135158,1.3513513513513402,1.6891891891891788,1.0135135135135087,1.689189189189193,1.6891891891891788
